,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,occupancy_lst,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
134,Manhattan,Cute Room. Manhattan. 20 min train to Time Square!,Private room in apartment,89,Angelica,62,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
135,Manhattan,Oriental Room in Upper Manhattan near Central Park,Private room in apartment,116,Alfred And Lau,84,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
84 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n84 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
136,Manhattan,"NYC,Modern and Spacious Apt",Entire apartment,140,Iryna,138,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
271 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n271 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
137,Manhattan,Big Room W/2 Beds & A/C unit. 15 min to Manhattan!,Private room in apartment,90,Darko,33,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
127 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n127 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
138,Manhattan,Cozy studio perfectly located,Entire apartment,95,Elia,67,4,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
67 Reviews']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n67 Reviews']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
140,Manhattan,Perfect Times Square 1 bedroom,Entire apartment,122,James,118,5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
305 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n305 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
141,Manhattan,Soho - Beautiful 3 Bedroom,Entire apartment,266,Kathrin,220,4.5,"['5 guests', '3 bedrooms', '3 beds', '2 baths', '󰀄
221 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\U000f0004\n221 Reviews'"", "" '\U000f0019\nVerified']""]",5, '3 bedrooms', '3 beds', '2 baths',3,3,2
142,Manhattan,Modern Furnished Studio APT- Midtown NYC!! ~303~,Entire apartment,140,Gispan,96,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '󰀄
97 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n97 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '3 beds', '1 bath',0.5,3,1
143,Manhattan,â PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!â,Entire apartment,139,Jenny,272,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
354 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n354 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
144,Manhattan,Best Views in Heart of Times Square,Entire apartment,342,Frank,160,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
85 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n85 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
145,Manhattan,Cozy 2 Bedroom APT in the Center of Herald SQ! 4R,Entire apartment,137,Il Kwon,16,4.5,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
147 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n147 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '3 beds', '1 bath',2,3,1
146,Manhattan,Garden Oasis Apartment - 2 bedroom,Entire apartment,200,Julia,157,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
159 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n159 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
147,Manhattan,Quiet Soho/Nolita Garden Alcove Studio,Entire apartment,153,Deeva,155,5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
189 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n189 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
148,Manhattan,HUGE East Village 2 Bd w/Priv Yard,Entire condominium,199,Deborah,232,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
234 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n234 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
149,Manhattan,SPACIOUS BEDROOM AND PRIVATE BATH!!!,Private room in apartment,140,Steve,232,5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '󰀄
233 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\U000f0004\n233 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 private bath',1,1,1
150,Manhattan,A Perfect Match! The NYC All-Rounder Apartment,Entire apartment,210,Suzanne,36,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
36 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n36 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
151,Manhattan,"Room with the balcony, fits 3!",Private room in apartment,102,Simon,96,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
219 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n219 Reviews']""]",3, '1 bedroom', '1 bed', '1 shared bath',1,1,1
152,Manhattan,Live in New York Near Central Park and Columbia U.,Entire apartment,140,Mekkie,76,5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
84 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n84 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 bath',1,3,1
153,Manhattan,Sunny Room with Private Bath; Prime LES/Chinatown,Private room in apartment,110,Tara,94,5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 private bath',1,1,1
154,Manhattan,Vibrant Brownstone Penthouse Near Central Park,Entire apartment,152,John,116,5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
127 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n127 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
155,Manhattan,Columbia University/ Upper west/Steps CentralPark,Entire apartment,90,Miguel,12,5,"['8 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
34 Reviews', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n34 Reviews'"", "" '\U000f0019\nVerified']""]",8, '2 bedrooms', '2 beds', '1 bath',2,2,1
156,Manhattan,Master bedroom. 20 min. train to Time Square!,Private room in apartment,92,Angelica,55,5,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 shared bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 shared bath',1,3,1
157,Manhattan,Location Location Location!!!!,Entire apartment,185,Al,167,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
168 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n168 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
158,Manhattan,Manhattan Townhouse Apt -2 blocks to Subway,Entire apartment,204,Lisa,117,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
185 Reviews', '󱄁
3 References']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n185 Reviews'"", "" '\U000f1101\n3 References']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
159,Manhattan,Cozy apartment near Central Park,Entire apartment,203,Klara,95,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
101 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n101 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
160,Manhattan,NYC Private 1BR Apartment - 116th Street,Entire apartment,128,Dustin,41,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
44 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n44 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
161,Manhattan,Harlem Style Spacious and Sunny,Entire apartment,154,M. Elizabeth,117,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
162,Manhattan,Manhattan Townhouse Apt -2 blocks to Subway,Entire apartment,204,Lisa,117,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
185 Reviews', '󱄁
3 References']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n185 Reviews'"", "" '\U000f1101\n3 References']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
163,Manhattan,Vibrant Brownstone Penthouse Near Central Park,Entire apartment,152,John,116,5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
127 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n127 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
164,Manhattan,Harlem Style Spacious and Sunny,Entire apartment,154,M. Elizabeth,117,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
165,Manhattan,Sunny Two Bed in Prime Lower East Side/Chinatown:),Private room in apartment,110,Tara,109,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
166,Manhattan,Cozy midtown apt next to metro & Empire State bldg,Entire apartment,101,Spencer,66,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
66 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n66 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
167,Manhattan,"Apt in Little Italy/Chinatown, Lower Manhattan",Entire apartment,180,Moying,23,5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
59 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n59 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '2 beds', '1 bath',2,2,1
168,Manhattan,Comfy NYC Studio 15 Min. To Midtown,Entire apartment,125,Terrence,189,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
190 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n190 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
169,Manhattan,STUDIO East village âOwn bath!â,Entire apartment,149,Seith,267,4,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
939 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n939 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
170,Manhattan,"Prime location, Renovated,Inspiring",Entire apartment,190,Elena,119,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
124 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n124 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
171,Manhattan,Huge Room in East Harlem on Madison Avenue,Private room in townhouse,100,Kelvin,73,5,"['3 guests', '1 bedroom', '1 bed', '1.5 shared baths', '󰀄
101 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\U000f0004\n101 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1.5 shared baths',1,1,1.5
172,Manhattan,1 bedroom with 3 beds in the heart of Times Square,Entire apartment,150,Kerri,64,5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
64 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n64 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 bath',1,3,1
173,Manhattan,Cozy apartment in Central Park North,Entire apartment,135,Hafou,48,4,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
49 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n49 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
174,Manhattan,Amazing Sunny Apartment in the Lower East Side,Entire apartment,169,Todd,77,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
93 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n93 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
176,Manhattan,Spacious Apt in Townhouse near Columbia University,Entire apartment,133,Emilie,95,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
177,Manhattan,Lovely 2-bedroom 1bath in Chinatown & Little Italy,Entire apartment,135,Carmen,129,4.5,"['4 guests', '2 bedrooms', '4 beds', '1 bath', '󰀄
129 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n129 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '4 beds', '1 bath',2,4,1
178,Manhattan,Newly Renovated 1 Bedroom Apartment Hell's Kitchen,Entire apartment,169,Elgin,91,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
179,Manhattan,Comfy room in Manhattan 4 blocks from central park,Private room in apartment,110,Elias,48,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
67 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n67 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 shared bath',1,1,1
180,Manhattan,Amazing Sunny Apartment in the Lower East Side,Entire apartment,169,Todd,77,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
93 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n93 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
181,Manhattan,Huge 3 Bedroom Apartment in Times Square,Entire apartment,295,Mark,65,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '󰀄
179 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n179 Reviews'"", "" '\U000f0019\nVerified']""]",6, '3 bedrooms', '3 beds', '1 bath',3,3,1
182,Manhattan,Family Place inâ¤ï¸â¤ï¸of Manhattan âTimes Squareâââââ,Entire apartment,278,Alex,133,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
12 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n12 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
183,Manhattan,Spacious Apt in Townhouse near Columbia University,Entire apartment,133,Emilie,95,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
184,Manhattan,MANHATTAN NEWLY RENOVATED SPACIOUS MODERN FLAT!,Entire apartment,180,Emmanuel,20,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
22 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n22 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
185,Manhattan,"Close to Central Park,renovated quite studio A",Entire apartment,149,Aron,50,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
96 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n96 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
186,Manhattan,Sunny Little Brownstone on Central Park West,Entire loft,150,Shannon,130,5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
154 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n154 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
187,Manhattan,Stunning 2 BR Apartment Steps to the UN,Entire apartment,180,Noa,116,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
124 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n124 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
189,Manhattan,Spacious 1 BDRM near Central Park,Entire apartment,195,Michael,174,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
183 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n183 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
190,Manhattan,"Times Square,center of New York City,7 mins walk!",Entire apartment,169,Grayson,117,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
323 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n323 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
191,Manhattan,Airy Apartment in Times Square,Private room in apartment,99,Lina,8,5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
145 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n145 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
192,Manhattan,Modern 1 bedroom GREAT location,Entire apartment,239,Tina,166,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
178 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n178 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
193,Manhattan,COZY 2BDR APT- TIMES SQ / MIDTOWN WEST,Entire apartment,150,Ed &Alexa,59,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
1429 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n1429 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
194,Manhattan,Private Studio Apartment in a Historic Brownstone,Private room in townhouse,124,Jacob,123,4.5,"['4 guests', 'Studio', '2 beds', '1 private bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 private bath',0.5,2,1
195,Manhattan,Cute Room in Lower East Side!,Private room in apartment,68,Kate,110,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
255 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n255 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 shared bath',1,1,1
196,Manhattan,New York Chelsea apartment,Entire apartment,145,Sonia,20,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
20 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n20 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
197,Manhattan,Amazing and large 1 bedroom in the heart of NYC,Entire apartment,125,Yasmin,10,4,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
10 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n10 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
198,Manhattan,Charming Bedroom in Harlem,Private room in apartment,140,Charles,313,5,"['3 guests', '1 bedroom', '2 beds', '1.5 shared baths', '󰀄
313 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 shared baths'"", "" '\U000f0004\n313 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1.5 shared baths',1,2,1.5
199,Manhattan,Stylish 2BR â Sleeps 6 â C.Park,Entire apartment,190,Gilad,109,4,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
109 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n109 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
200,Manhattan,COZY STUDIO Upper West Side,Entire apartment,199,Petrina,73,5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
73 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n73 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
201,Manhattan,CLEAN & COZY EAST VILLAGE PAD,Entire apartment,155,Lina,153,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
569 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n569 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
202,Manhattan,Clean Apartment in A Warm Home,Entire apartment,69,AGood,121,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
121 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n121 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
